0
"디저트, 과채음료, 과일음료, 과일음료"
"디저트, 비스킷, 크래커, 크래커"
"디저트, 병통조림, 과일병통조림, 과일병통조림"
"상온HMR, 가공안주류, 건과일, 건과일"
"상온HMR, 가공안주류, 견과류, 견과류"
"상온HMR, 가공안주류, 견과류, 견과류"
"상온HMR, 가공안주류, 육포류, 육포류"
"상온HMR, 건과일, 사과, 사과"
"상온HMR, 건채소, 고구마, 고구마"
"상온HMR, 건채소, 마늘, 마늘"
"상온HMR, 냉장음료, 냉장곡물견과음료, 냉장곡물견과음료"
"상온HMR, 건해조류, 건미역, 건미역"
"상온HMR, 과채음료, 과일음료, 과일음료"
"상온HMR, 과채음료, 파우치음료, 파우치음료"
"과자, 건채소, 고구마, 고구마"
"과자, 견과류, 기타견과류, 기타견과류"
"과자, 견과류, 땅콩, 땅콩"
"과자, 견과류, 밤, 밤"
"과자, 견과류, 브라질넛, 브라질넛"
"과자, 견과류, 아몬드, 아몬드"
"과자, 견과류, 피스타치오, 피스타치오"
"과자, 견과류, 호두, 호두"
"과자, 견과류, 혼합견과, 혼합견과"
"과자, 비스킷, 밀가루스낵, 밀가루스낵"
"과자, 비스킷, 샌드, 크래커"
"과자, 빵, 식빵, 식빵"
"과자, 빵, 일반빵, 일반빵"
"과자, 빵, 호빵, 호빵"
"과자, 파이류, 과자세트, 과자세트"
"과자, 파이류, 과자세트, 케이크"
"과자, 파이류, 과제세트, 과제세트"
"과자, 파이류, 케이크, 케이크"
"과자, 파이류, 케이크, 파이"
"과자, 파이류, 쿠키, 쿠키"
"과자, 파이류, 파이, 케이크"
"과자, 파이류, 파이, 파이"
"디저트, 디저트/베이커리, 냉동디저트, 냉동디저트"
"디저트, 디저트/베이커리, 냉장디저트, 냉장디저트"
"디저트, 베이커리, 과자빵, 과자빵"
"디저트, 파이류, 케이크, 케이크"
"상온HMR, 비스킷, 쿠키, 쿠키"
"상온HMR, 빵, 일반빵, 일반빵"
"상온HMR, 스낵, 감자스낵, 감자스낵"
"상온HMR, 스낵, 고구마스낵, 고구마스낵"
"상온HMR, 스낵, 과일스낵, 과일스낵"
"상온HMR, 스낵, 쌀스낵, 쌀스낵"
"상온HMR, 스낵, 야채스낵, 야채스낵"
"상온HMR, 스낵, 영유아과자, 영유아과자"
"상온HMR, 시리얼, 일반시리얼, 일반시리얼"
"상온HMR, 씨리얼, 일반시리얼, 일반시리얼"
"상온HMR, 전통과자, 기타전통과자, 기타전통과자"
"상온HMR, 초콜렛, 쉘초콜릿, 쉘초콜릿"
"상온HMR, 초콜렛, 초콜릿세트, 초콜릿세트"
"상온HMR, 캔통조림, 기타통조림, 기타통조림"
"상온HMR, 요구르트, 떠먹는요구르트, 떠먹는요구르트"
"과자, 아이스크림, 구슬아이스크림, 구슬아이스크림"
"상온HMR, 병통조림, 과일병통조림, 과일병통조림"
"상온HMR, 병통조림, 참치통조림, 참치통조림"
"상온HMR, 레토르트, 기타레토르트, 기타레토르트"
"상온HMR, 레토르트, 즉석국/찌개, 즉석국"
"상온HMR, 레토르트, 즉석국/찌개, 즉석국/찌개"
"상온HMR, 레토르트, 즉석국/찌개, 즉석컵밥"
"상온HMR, 레토르트, 즉석국밥, 즉석국밥"
"상온HMR, 레토르트, 즉석면류, 즉석면류"
"상온HMR, 레토르트, 즉석밥, 즉석밥"
"상온HMR, 레토르트, 즉석밥, 즉석컵밥"
"상온HMR, 레토르트, 즉석스프, 즉석스프"
"상온HMR, 레토르트, 즉석죽, 분말죽"
"상온HMR, 레토르트, 즉석죽, 즉석죽"
"상온HMR, 레토르트, 즉석카레짜장, 분말카레"
"상온HMR, 레토르트, 즉석카레짜장, 즉석짜장"
"상온HMR, 레토르트, 즉석카레짜장, 즉석카레"
"상온HMR, 레토르트, 즉석카레짜장, 즉석카레짜장"
"상온HMR, 반찬/절임/소스, 단무지, 단무지"
"상온HMR, 기타, 기타, 기타"
"상온HMR, 분말조리식, 기타분말조리식, 기타분말조리식"
"상온HMR, 분말조리식, 분말국/찌개, 분말국/찌개"
"상온HMR, 분말조리식, 분말누룽지, 즉석누룽지"
"상온HMR, 분말조리식, 분말스프, 분말스프"
"상온HMR, 분말조리식, 분말죽, 분말죽"
"상온HMR, 분말조리식, 분말카레짜장, 분말카레"
"상온HMR, 분말조리식, 분말카레짜장, 분말카레짜장"
"상온HMR, 분말조미료, 가공조미료, 가공조미료"
"상온HMR, 분말조미료, 기타조미료세트, 기타조미료세트"
"상온HMR, 분말조미료, 기타향신료, 기타향신료"
"상온HMR, 분말조미료, 깨, 깨"
"상온HMR, 분말조미료, 자연조미료, 자연조미료"
"상온HMR, 분말조미료, 허브류, 허브류"
"상온HMR, 분말조미료, 후추, 후추"
"상온HMR, 분말조미류, 기타향신료, 기타향신료"
"상온HMR, 가공냉동과일, 간편과일, 간편과일"
"상온HMR, 가공분말류, 곡물가루, 곡물가루"
"상온HMR, 가공분말류, 기타프리믹스, 기타프리믹스"
"상온HMR, 가공분말류, 도넛가루/핫케이크가루, 도넛가루/핫케이크가루"
"상온HMR, 가공분말류, 밀가루, 밀가루"
"상온HMR, 가공분말류, 부침가루, 부침가루"
"상온HMR, 가공분말류, 빵믹스, 빵믹스"
"상온HMR, 가공분말류, 튀김가루, 튀김가루"
"상온HMR, 가공분말류, 호떡믹스, 호떡믹스"
"상온HMR, 가곡분말류, 곡물가루, 곡물가루"
"과자, 가공분말류, 기타프리믹스, 기타프리믹스"
"과자, 소스류, 맛가루, 맛가루"
"상온HMR, 설탕류, 기타설탕류, 기타설탕류"
"상온HMR, 설탕류, 물엿/시럽, 물엿/시럽"
"상온HMR, 설텅류, 기타설탕류, 기타설탕류"
"상온HMR, 소금류, 암염, 암염"
"상온HMR, 소금류, 정제염, 정제염"
"상온HMR, 소금류, 천일염, 천일염"
"상온HMR, 소스류, 고기양념장, 고기양념장"
"상온HMR, 소스류, 국물용소스, 국물용소스"
"상온HMR, 소스류, 맛가루, 기타레토르트"
"상온HMR, 소스류, 맛가루, 맛가루"
"상온HMR, 소스류, 상온드레싱, 상온드레싱"
"상온HMR, 소스류, 양념소스, 양념소스"
"상온HMR, 소스류, 파, 파"
"상온HMR, 소스류, 파스타소스, 파스타소스"
"상온HMR, 소스류, 향미유, 향미유"
"상온HMR, 소시지, 소시지, 소시지"
"상온HMR, 절임/잼, 과일잼, 과일잼"
"상온HMR, 절임/잼, 스프레드, 스프레드"
"소스, 차류, 과실차, 과실차"
"과자, 차류, 과칠차, 과칠차"
"소스, 차류, 허브/꽃차, 허브꽃차"
"소스, 치즈, 가루치즈, 가루치즈"
"상온HMR, 치즈, 기타자연치즈, 기타자연치즈"
"상온HMR, 치즈, 스낵치즈, 스낵치즈"
"상온HMR, 치즈, 치즈가루, 치즈가루"
"상온HMR, 치즈, 크림치즈, 크림치즈"
"과자, 스낵, 밀가루스낵, 밀가루스낵"
"상온HMR, 건강보조식품, 이너뷰티, 이너뷰티"
"상온HMR, 건강보조식품, 종합영양제, 종합영양제"
"상온HMR, 건면, 쌈/또띠아, 월남쌈"
"상온HMR, 건면, 파스타류, 파스타류"
"상온HMR, 식용유, 기타식용유, 기타식용유"
"상온HMR, 식용유, 올리브유, 올리브유"
"상온HMR, 식용유, 참기름/들기름, 참기름/들기름"
"상온HMR, 식용유, 포도씨유, 포도씨유"
"상온HMR, 식용유, 해바라기씨유, 해바라기씨유"
"상온HMR, 액상조미료, 식초, 식초"
"상온HMR, 양곡, 고시히카리, 고시히카리"
"상온HMR, 양곡, 기타양곡, 기타양곡"
"상온HMR, 잡곡, 귀리, 귀리"
"상온HMR, 잡곡, 기타잡곡류, 기타잡곡류"
"상온HMR, 잡곡, 보리, 보리"
"상온HMR, 잡곡, 조/수수, 조/수수"
"상온HMR, 잡곡, 찹쌀, 찹쌀"
"상온HMR, 잡곡, 콩, 콩"
"상온HMR, 잡곡, 현미, 현미"
"상온HMR, 잡곡, 혼합잡곡, 혼합잡곡"
"상온HMR, 잡곡, 흑미, 흑미"
"상온HMR, 장류, 쌈장, 쌈장"
"상온HMR, 커피류, 커피크리머, 커피크리머"
"소스, 가공분만류, 밀가루, 밀가루"
"소스, 가공분말류, 곡물가루, 곡물가루"
"소스, 가공분말류, 기타제빵재료, 기타제빵재료"
"소스, 가공분말류, 도넛가루/핫케이크가루, 도넛가루/핫케이크가루"
"소스, 가공분말류, 부침가루, 부침가루"
"소스, 가공분말류, 빵가루, 빵가루"
"소스, 가공분말류, 빵믹스, 빵믹스"
"소스, 가공분말류, 튀김가루, 튀김가루"
"소스, 분말조미료, 가공조미료, 가공조미료"
"소스, 분말조미료, 기타향신료, 기타향신료"
"소스, 분말조미료, 깨, 깨"
"소스, 분말조미료, 자연조미료, 자연조미료"
"소스, 분말조미료, 후추, 후추"
"소스, 설탕류, 갈색설탕, 갈색설탕"
"소스, 설탕류, 물엿/시럽, 물엿"
"소스, 설탕류, 물엿/시럽, 물엿/시럽"
"소스, 설탕류, 하얀설탕, 하얀설탕"
"소스, 소금류, 암염, 암염"
"소스, 소금류, 정제염, 가공조미료"
"소스, 소금류, 정제염, 정제염"
"소스, 소금류, 제재염, 제재염"
"소스, 소금류, 천일염, 천일염"
"소스, 소금류, 호수염, 호수염"
"소스, 소스류, 고기양념장, 고기양념장"
"소스, 소스류, 국물용소스, 국물용소스"
"소스, 소스류, 마요네즈, 마요네즈"
"소스, 소스류, 물엿/시럽, 물엿/시럽"
"소스, 소스류, 상온드레싱, 상온드레싱"
"소스, 소스류, 앙념소스, 앙념소스"
"소스, 소스류, 양념소스, 고기양념장"
"소스, 소스류, 양념소스, 양념소스"
"소스, 소스류, 케첩, 케첩"
"소스, 소스류, 파스타소스, 파스타소스"
"소스, 식용유, 옥수수기름, 옥수수기름"
"소스, 식용유, 참기름/들기름, 참기름"
"소스, 식용유, 참기름/들기름, 참기름/들기름"
"소스, 식용유, 콩기름, 콩기름"
"소스, 식용유, 향미유, 향미유"
"소스, 액상조미료, 맛술, 맛술"
"소스, 액상조미료, 식초, 식초"
"소스, 액상조미료, 액상조미료, 액상조미료"
"소스, 액상조미료, 액젓, 액젓"
"소스, 액상조미료, 음용식초, 음용식초"
"소스, 장류, 간장, 간장"
"소스, 장류, 겨자/고추냉이, 겨자/고추냉이"
"소스, 장류, 고추장, 고추장"
"소스, 장류, 고추장, 일반고추장"
"소스, 장류, 고추장, 초고추장"
"소스, 장류, 기타장류, 곡물가루"
"소스, 장류, 기타장류, 기타장류"
"소스, 장류, 된장, 된장"
"소스, 장류, 쌈장, 쌈장"
"디저트, 푸딩/젤리, 냉장젤리류, 냉장젤리류"
"디저트, 푸딩/젤리, 냉장푸딩류, 냉장푸딩류"
"과자, 건강보조식품, 비타민/미네랄, 비타민/미네랄"
"음료, 과일음료, 어린이음료, 어린이음료"
"음료, 과채음료, 과일음료, 과일음료"
"음료, 과채음료, 과일음료, 어린이음료"
"음료, 과채음료, 과채혼합음료, 과채혼합음료"
"음료, 과채음료, 어린이음료, 과채혼합음료"
"음료, 과채음료, 어린이음료, 어린이음료"
"음료, 맥주, 국산맥주, 국산맥주"
"음료, 맥주, 수입맥주, 수입맥주"
"음료, 소스류, 고추장, 고추장"
"음료, 액상조미료, 음용식초, 음용식초"
"음료, 우유, 가공우유, 가공우유"
"음료, 우유, 기능성우유, 기능성우유"
"음료, 장류, 간장, 간장"
"음료, 전통주, 기타전통주, 기타전통주"
"음료, 전통주, 일본술, 일본술"
"음료, 탄산수, 플레인탄산수, 플레인탄산수"
"음료, 탄산수, 플렝니탄산수, 플렝니탄산수"
"음료, 탄산음료, 홉합탄산, 홉합탄산"
"커피차, 분말차, 녹차, 녹차/현미녹차"
"커피차, 분말차, 녹차/현미녹차, 녹차/현미녹차"
"통조림/안주, 안주, 견과류, 땅콩"
"통조림/안주, 안주, 견과류, 아몬드"
"통조림/안주, 안주, 견과류, 호두"
"통조림/안주, 안주, 견과류, 혼합견과"
"통조림/안주, 안주, 냉장/냉동식품, 간편요리"
"통조림/안주, 안주, 냉장/냉동식품, 기타"
"통조림/안주, 안주, 냉장/냉동식품, 유제품"
"통조림/안주, 통조림, 가미통조림, 스팸/햄통조림"
"통조림/안주, 통조림, 가미통조림, 옥수수/반찬통조림"
"통조림/안주, 통조림, 가미통조림, 참치통조림"
"통조림/안주, 통조림, 과일통조림, 기타통조림"
"통조림/안주, 통조림, 과일통조림, 복숭아통조림"
"통조림/안주, 통조림, 과일통조림, 파인애플통조림"
"통조림/안주, 통조림, 보일드통조림, 고등어통조림"
"통조림/안주, 통조림, 보일드통조림, 골뱅이통조림"
"통조림/안주, 통조림, 보일드통조림, 기타수산통조림"
"통조림/안주, 통조림, 보일드통조림, 기타축산통조림"
"통조림/안주, 통조림, 보일드통조림, 꽁치통조림"
"통조림/안주, 통조림, 보일드통조림, 닭가슴살통조림"
"통조림/안주, 통조림, 보일드통조림, 번데기통조림"
"통조림/안주, 통조림, 보일드통조림, 참치통조림"
"통조림/안주, 통조림, 보일드통조림, 채소통조림"
