,prdlstReportNo,disliked
106,19800347002308,20
107,2006044400721,20
108,199503380156449,20
109,2007035526436,20
110,19780614001404,20
111,20020464088132,20
112,20050405003190,20
113,19930242053348,20
114,1974036000974,20
115,19980448010331,20
116,2010049904798,20
117,2001044505533,20
118,1996044304752,20
119,19930445006138,20
120,1987044900275,20
121,2011026203252,20
122,20080338223267,20
123,19960262002206,20
124,198503110016136,20
125,20080448008143,20
126,2003054334025,20
127,20010306244818,20
128,2001044505534,20
129,197202880021386,20
130,20050415020476,20
131,20010306244820,20
132,19800347002195,20
133,19800347002376,20
134,1991045804754,20
135,19880445009184,20
136,19930445006109,20
137,20060445219632,20
138,2013016062932,20
139,200905020038,20
140,1990041501310,20
141,199304450065,20
142,197202880022098,20
143,19880442004634,20
144,2001044505569,20
145,19880445009643,20
146,199104450773661,20
147,2006044521931,20
148,201604431561,20
149,1997044104327,20
150,200204480162,20
151,200701490029,20
152,1995044900211,20
153,2015034718138,20
154,201204990221,20
155,198503110012059,20
156,2012051205543,20
157,2002044801657,20
158,200905020037,20
159,200504150201657,20
160,199104450775550,20
161,20050415020816,20
162,20030532009136,20
163,2008040501547,20
164,197202880022404,20
165,200504150202154,20
166,19880445009639,20
167,20150445222235,20
168,19910443024180,20
169,20050415020319,20
170,1993044500616,20
171,201502620179,20
172,19800347002196,20
173,201604431568,20
174,19980262034120,20
175,2001044505531,20
176,197202880021405,20
177,2009026204516,20
178,20010445055107,20
179,1995009891838,20
180,2014033246820,20
181,199104450773714,20
182,20050415020638,20
183,20120512055156,20
184,20060445219494,20
185,199104450772001,20
186,1997044104317,20
187,19910443029600,20
188,2002046408888,20
189,19910443029664,20
190,200803382237,20
191,19930445006108,20
192,19880445009845,20
193,1996044304754,20
194,19980448010332,20
195,19880449001212,20
196,19800347002324,20
197,200002620251,20
198,19880445009175,20
199,19880442004698,20
200,20010538182116,20
201,19900360106294,20
202,19850311001903,20
203,19910449004562,20
204,19800347002323,20
205,1991045804727,20
206,20070358265450,20
207,20060445219631,20
208,19930443028809,20
209,19910445077991,20
210,19880442004607,20
211,201403324689,20
0,19990128291121,18
1,200204610736552,18
2,20150445222393,18
3,19980308080203,18
4,20140262016104,18
5,2005040501290,18
6,1993060745061,18
7,19950262006243,18
8,20150445222369,18
9,200705000915,18
10,2005041502046,18
11,19880445009607,18
12,19940532001120,18
13,19930607450218,18
14,19930607450220,18
15,19950262006343,18
16,200803802395,18
17,19930607450304,18
18,19960262002332,18
19,19780368002432,18
20,20020183282694,18
21,2008038023922,18
22,20050405003158,18
23,2008040501572,18
24,2012040500711,18
25,19940532001121,18
26,19940532001122,18
27,20020464088105,18
28,2013040504522,18
29,2005040500378,18
30,2013040504553,18
31,200204610736549,18
32,198503110014560,18
33,19930607450336,18
34,198804490041481,18
35,19930443028703,18
36,2010047602034,18
37,2013047600492,18
38,2013040504519,18
39,2009044204088,18
40,1981030804689,18
41,200004430421884,18
42,197202880021743,18
43,19930607450213,18
44,19930607450161,18
45,19880442004523,18
46,200204610737510,18
47,19940532001183,18
48,20100262066156,18
49,2013047600491,18
50,2008040501525,18
51,200204610736250,18
52,2002046107355,18
53,19930607450111,18
54,19930607450296,18
55,19880445009858,18
56,20050405003185,18
57,200504150201592,18
58,2012043903746,18
59,19940532001101,18
60,19940461151335,18
61,19960262002336,18
62,19800347002308,18
63,200204610736260,18
64,201004050046,18
65,2005040501297,18
66,2007026205410,18
67,20050405003190,18
68,200705000916,18
69,19930443028298,18
70,19980308080202,18
71,19940532001166,18
72,197202880022779,18
73,20050405003184,18
74,20030208630277,18
75,19910492029769,18
76,20130405045288,18
77,20020464088121,18
78,19830262001499,18
79,200204610733495,18
80,19880445009628,18
81,20020614179691,18
82,19940532001125,18
83,19800347002339,18
84,2008038023956,18
85,19910443029620,18
86,200803802396,18
87,19880445009867,18
88,1981030804644,18
89,2008038023954,18
90,20020464088137,18
91,200204610736261,18
92,20050358194248,18
93,1998044800584,18
94,1998044800577,18
95,20080405015116,18
96,2008040501550,18
97,20150445222368,18
98,19940532001177,18
99,197202880023256,18
100,197202880021405,18
101,200204610736550,18
102,2009044204077,18
103,2010026206625,18
104,2008040501555,18
105,19990128291139,18
106,200504150202221,18
107,19930607450297,18
108,19870190051542,18
109,1988058906392,18
110,2008040501563,18
111,20010515081202,18
112,19880589063127,18
113,198503110011320,18
114,19990128291138,18
0,20060512128107,16
1,2010036007383,16
2,20140466024377,16
3,20060512128108,16
4,19970443119289,16
5,19920484128392,16
6,19960242067286,16
7,20130556117144,16
8,200705000915,16
9,200504150201401,16
10,2009044204025,16
11,19830360016132,16
12,19980575001188,16
13,19850157002145,16
14,19950449002195,16
15,2017038323133,16
16,20140466024529,16
17,2012033210829,16
18,20050575003270,16
19,1993044304626,16
20,2012037902693,16
21,19780614001390,16
22,20020445161143,16
23,2011056803845,16
24,199104450775548,16
25,19830360016146,16
26,1994037708477,16
27,19930336060268,16
28,19910461077308,16
29,2000044104376,16
30,19830360016138,16
31,20060378122101,16
32,2011037253249,16
33,2008024225015,16
34,2006051503516,16
35,1991046107714,16
36,1991046110184,16
37,19880442004314,16
38,20020183282638,16
39,19840415001335,16
40,19830487051157,16
41,20010415034134,16
42,20020183282637,16
43,1994057201267,16
44,199503380157228,16
45,2003049702078,16
46,2006037812274,16
47,2012036014940,16
48,20030445042451,16
49,19880442004512,16
50,20010549541136,16
51,19980476015284,16
52,19800347002375,16
53,2000044104377,16
54,2009044204031,16
55,19850157002139,16
56,19880442004523,16
57,20020448004118,16
58,1994051201933,16
59,19910227021728,16
60,1991046110193,16
61,20060396013116,16
62,20060242376146,16
63,2000044104398,16
64,2016036836415,16
65,2008038023923,16
66,19980308080237,16
67,19910461077282,16
68,20090368564197,16
69,2015018840415,16
70,19910461077224,16
71,20080379009266,16
72,19980476015246,16
73,20130358208166,16
74,2016036836416,16
75,19930336060233,16
76,20060347041248,16
77,2008038023927,16
78,19910461077220,16
79,20140502008113,16
80,2016036836440,16
81,20060378122149,16
82,200204610733816,16
83,1993013013972,16
84,20080502002287,16
85,19910461077235,16
86,19850213001115,16
87,20090368564268,16
88,20060512128109,16
89,1972027500477,16
90,2010036007387,16
91,19980449002491,16
92,20090476009250,16
93,19930242053341,16
94,19920355108494,16
95,19690086003619,16
96,19800347002381,16
97,1998047601784,16
98,2000044104379,16
99,1994037708478,16
100,2006051503582,16
101,19730190015208,16
102,2009044204083,16
103,19830360016137,16
104,20110372532141,16
105,19830308010201,16
106,19870415003271,16
107,19960375066266,16
108,200905120064,16
109,20060242376120,16
110,2015018840417,16
111,201603683649,16
112,20050415020318,16
113,20020183282639,16
114,19810227007208,16
115,199805750015,16
116,19980476015286,16
117,2009047601189,16
118,1993044304675,16
119,2001036009348,16
120,201403470463,16
121,20000484353418,16
122,19830360016118,16
123,19880442004315,16
124,20000368176140,16
125,19800347002339,16
126,2009044204063,16
127,20080294209271,16
128,2006037812272,16
129,200504050184,16
130,1981030804644,16
131,20140512224482,16
132,201003723861,16
133,2006051503575,16
134,19980476017114,16
135,1998026202936,16
136,20100189017129,16
137,20050358194248,16
138,19950449002302,16
139,20000368176184,16
140,20000368176231,16
141,19980308080144,16
142,19880442004590,16
143,2007019959221,16
144,19710372001210,16
145,19730347003952,16
146,19830415001140,16
147,20080473043154,16
148,20060242376145,16
149,20010383923102,16
150,2014044800758,16
151,201201883804,16
152,20020415029865,16
153,2012040503023,16
154,19930294014323,16
155,19970443119290,16
156,2011056803838,16
157,2009044204084,16
158,2015018840426,16
159,199503380157029,16
160,2001063105146,16
161,19900490051417,16
162,19980476017159,16
163,19830415001144,16
164,2015018840416,16
165,19970368029320,16
166,19960242067268,16
167,199104611019,16
168,19830308010213,16
169,2011056803843,16
170,19980476015234,16
171,19800347002337,16
172,2011026204299,16
173,19920484128567,16
174,198803831271186,16
175,1984044800212,16
176,201404950254,16
177,20060347041258,16
178,19970443119276,16
179,199503380157229,16
180,2001054954151,16
0,199706170482,14
1,2009044204068,14
2,19930336060252,14
3,20070443110188,14
4,19970443119287,14
5,19920372050426,14
6,201302620611,14
7,2011050200566,14
8,1981022700710,14
9,19960458039112,14
10,20030445056761,14
11,2002055800578,14
12,20020183282601,14
13,200705000915,14
14,20090360062117,14
15,19940449005121,14
16,198803831271387,14
17,20050415020320,14
18,19980449002224,14
19,1984022100816,14
20,198506140551588,14
21,200104450557,14
22,199104430241496,14
23,19960262002258,14
24,19870275001448,14
25,20050568034142,14
26,19780368002432,14
27,2008038023931,14
28,20060445219325,14
29,19950227050147,14
30,199104430101563,14
31,2017038323133,14
32,20100543066351,14
33,20030445042334,14
34,20020464088166,14
35,19920355108326,14
36,19930336060246,14
37,199104450773894,14
38,19910461077129,14
39,2012037900417,14
40,2002026204243,14
41,19960308010203,14
42,201004480121,14
43,1971048700210,14
44,19920444004190,14
45,20050568034121,14
46,19960571018411,14
47,20060396013121,14
48,2011050200592,14
49,201004480124,14
50,201004480122,14
51,20040472026218,14
52,2011050200555,14
53,20000368176164,14
54,2012039202363,14
55,19920355108421,14
56,198605600298,14
57,2010029493341,14
58,2005056803498,14
59,20020614179533,14
60,19830360016138,14
61,19800347002343,14
62,19780614001383,14
63,2016037003610,14
64,19810308046137,14
65,200505630168,14
66,2004049023138,14
67,200504150202413,14
68,2016047601410,14
69,2007040502563,14
70,19940449005234,14
71,19870275001421,14
72,2009044204090,14
73,20070355264276,14
74,2008047600856,14
75,199104450775549,14
76,199104430101385,14
77,197202880023118,14
78,1981030804689,14
79,20070358265467,14
80,2016018171725,14
81,2013044517944,14
82,2012036014940,14
83,20080502002249,14
84,20060445194327,14
85,19730190015153,14
86,200701490028,14
87,19880442004512,14
88,2004049023111,14
89,19890528010104,14
90,19920372050430,14
91,19990364158687,14
92,19780614009365,14
93,20060622020144,14
94,199503380156765,14
95,20130556117165,14
96,199604490021006,14
97,19880445009644,14
98,201504932087,14
99,198603090181,14
100,20000360372230,14
101,201601817175,14
102,20030262047292,14
103,19950449002284,14
104,20010415034571,14
105,20110445292247,14
106,19960458039113,14
107,2015050200113,14
108,20090368564197,14
109,2012035821834,14
110,2011026204222,14
111,19910443029988,14
112,201604760148,14
113,19940449005189,14
114,19780368002190,14
115,19720288002781,14
116,20080435168775,14
117,2005026205226,14
118,20010445055285,14
119,199104430291271,14
120,2006044521944,14
121,1996045803944,14
122,198804490041160,14
123,20100543066713,14
124,2011050200548,14
125,20010445055149,14
126,1980049300594,14
127,20020183282589,14
128,20000360372222,14
129,19800493005125,14
130,1993044304669,14
131,19950449002286,14
132,19880445009660,14
133,197104870027,14
134,2014046111142,14
135,19930355035821,14
136,20170262050117,14
137,200204610736404,14
138,20020492106482,14
139,19950449002236,14
140,1988044200477,14
141,20110445292246,14
142,19690086003703,14
143,20050568034104,14
144,19930336060210,14
145,19910492029747,14
146,1991037209256,14
147,19880383127102,14
148,1991046110179,14
149,20090476011111,14
150,19960458039343,14
151,19960458039284,14
152,2013040500756,14
153,20100543066473,14
154,20030262047285,14
155,19960458039471,14
156,2015040501290,14
157,200803951201,14
158,19980449002171,14
159,2001044505544,14
160,19970464172210,14
161,1996061705313,14
162,2012039202362,14
163,199503380157028,14
164,2008038023914,14
165,199104430101527,14
166,20100543066309,14
167,2009050200323,14
168,20030372137268,14
169,1996030801014,14
170,20060396013119,14
171,20020612459157,14
172,19950125004157,14
173,200705000916,14
174,20070358224632,14
175,1998047601535,14
176,19870157001122,14
177,20000360372151,14
178,20090262045155,14
179,19960308010390,14
180,19980449002424,14
181,19920624042714,14
182,198503110011715,14
183,19780614001378,14
184,20080358119187,14
185,20000383617101,14
186,20010306244818,14
187,19920355108241,14
188,19780368002476,14
189,19960458039410,14
190,2013040504589,14
191,19930439002574,14
192,1986052001256,14
193,2003053200237,14
194,20100189017128,14
195,200304432172609,14
196,20170080929167,14
197,19980449002415,14
198,19960458039272,14
199,20070443110182,14
200,19920624042666,14
201,199104430101189,14
202,20060347041251,14
203,19780368002391,14
204,1981030804644,14
205,20020623009533,14
206,19910443029874,14
207,1973028800623,14
208,200701490029,14
209,20050568034107,14
210,200304432172046,14
211,20020464088165,14
212,19930336060254,14
213,19950449002292,14
214,20050358194248,14
215,19810227007191,14
216,2011050200594,14
217,1977026200160,14
218,19860560029130,14
219,2007047005012,14
220,2000038624042,14
221,2006044521913,14
222,19880442004590,14
223,198506140551589,14
224,200004430422661,14
225,200304432171105,14
226,1992044400484,14
227,2006044801410,14
228,20020623009433,14
229,199104430291277,14
230,19810227007182,14
231,201405601232,14
232,20130405045100,14
233,20060622020125,14
234,19910443010617,14
235,19960242067281,14
236,20080502002281,14
237,2003018900613,14
238,20060396013117,14
239,19960242067317,14
240,19980449002594,14
241,20010538182330,14
242,1994044307642,14
243,2015046416617,14
244,199104450773714,14
245,20010445055177,14
246,19890474008138,14
247,19940440030131,14
248,19860358059166,14
249,1983048705110,14
250,201804424053,14
251,19830308010269,14
252,19780614001344,14
253,197202880022926,14
254,2009026204971,14
255,2009025721379,14
256,199202550369,14
257,1995022705077,14
258,20010445055176,14
259,2016018171728,14
260,199104450775160,14
261,19880445009845,14
262,19690086003832,14
263,200204610736464,14
264,20020183282611,14
265,199104430101107,14
266,2016018171727,14
267,19950449002291,14
268,1976048700570,14
269,2002046408883,14
270,19910443029998,14
271,19860560029137,14
272,19960458039276,14
273,19910443029895,14
274,199104430101746,14
275,2014055800236,14
276,19970570162268,14
277,19780614001366,14
278,19960571018477,14
279,19920624042703,14
280,2009044204035,14
281,2006037812231,14
282,199104450772873,14
283,19880442004457,14
284,20050568034138,14
285,20020183282693,14
286,19920355108481,14
287,1996030801066,14
288,19860560029104,14
289,19960308010236,14
290,19800347002392,14
291,19780614001333,14
292,201004480123,14
293,2010003657115,14
294,2009044800817,14
295,20030189006571,14
296,20100262066143,14
297,19920221099222,14
298,199503380156656,14
299,20030445042439,14
300,200504150201819,14
301,199704431196,14
302,19880442004663,14
303,1982060700441,14
304,19960458039354,14
305,19880442004559,14
306,19910443010736,14
307,200504150201442,14
308,198603790013,14
309,20010558007429,14
310,19980476017101,14
311,19930336060264,14
312,20150445222376,14
313,2010037238682,14
314,20060464002208,14
315,200504150201034,14
316,20040532001137,14
317,2003026203594,14
318,19900360105408,14
319,20010445055365,14
320,20060396013115,14
321,19780614001363,14
322,199104450775548,14
323,1987053200190,14
324,2015034718130,14
325,19900360105441,14
326,1996044304756,14
327,19930242053306,14
328,19970443119296,14
329,199104450772000,14
330,19970443119229,14
331,19960262002245,14
332,2013026202233,14
333,2009036006270,14
334,1997061408379,14
335,2007026205430,14
336,20010445055252,14
337,1991037209245,14
338,19850157002164,14
339,19830464033449,14
340,19960571018486,14
341,19820481021251,14
342,201204720085,14
343,2007014900250,14
344,20020492106488,14
345,19980449002238,14
346,2016018171712,14
347,19950449002314,14
348,19880442004600,14
349,1976026300412,14
350,2011050200565,14
351,2005026205224,14
352,20020464088138,14
353,20030445042451,14
354,199504431196,14
355,19980449002524,14
356,20030614307435,14
357,19880445009183,14
358,20010415034381,14
359,19840221008151,14
360,20020464088134,14
361,2010003657161,14
362,2011044902370,14
363,1995009891824,14
364,19780368002500,14
365,2009044204031,14
366,20010445055178,14
367,20020623009636,14
368,20010445055226,14
369,20060347041152,14
370,1994051201933,14
371,2012036014943,14
372,2002046408884,14
373,2006044521964,14
374,19830358021284,14
375,197805750018,14
376,19870275001429,14
377,19840221008188,14
378,19760342001354,14
379,19980449002392,14
380,2011044801022,14
381,19960242067269,14
382,20010415034372,14
383,19910227021677,14
384,20070443110215,14
385,20060347041260,14
386,1989044900236,14
387,19980449002497,14
388,2003055509135,14
389,20050405003181,14
390,19860309018754,14
391,201303722753,14
392,20010445055179,14
393,200204610738280,14
394,2000038361777,14
395,19690086003823,14
396,200304432172048,14
397,19920355108283,14
398,2001054954145,14
399,199104430291272,14
400,201105020051,14
401,20060512128109,14
402,19970570162270,14
403,199104430101509,14
404,2006044521984,14
405,20020189008235,14
406,2016018171731,14
407,19930336060209,14
408,19910443029987,14
409,19960080359696,14
410,19980449002491,14
411,2004049023112,14
412,19960458039488,14
413,2000036037213,14
414,20110445292245,14
415,1996030801078,14
416,2004040501284,14
417,198804490041053,14
418,2000044104379,14
419,20020623009616,14
420,201405601238,14
421,19950611073119,14
422,2009044204083,14
423,200504150201391,14
424,200504150202216,14
425,20010558007426,14
426,19970443119291,14
427,2008039512028,14
428,20020464088132,14
429,19980449002531,14
430,19930242053348,14
431,19980449002472,14
432,1991037209244,14
433,19780368002446,14
434,1996044304752,14
435,200504150201972,14
436,201603683649,14
437,2002046408894,14
438,20060347041162,14
439,20050568034111,14
440,1990037704251,14
441,20040472026127,14
442,19910492029585,14
443,199104430101410,14
444,1980041500113,14
445,198804490041024,14
446,19790257016252,14
447,2016047601420,14
448,20010445055232,14
449,2011049019526,14
450,20050568034139,14
451,2009044204014,14
452,20050415020476,14
453,19870275001481,14
454,19900360105229,14
455,200204610738273,14
456,2007037900910,14
457,20050568034109,14
458,19970443119228,14
459,2013026202212,14
460,20010558007418,14
461,19710372001173,14
462,2002046408831,14
463,20050568034112,14
464,19910461077229,14
465,1972038601012,14
466,2001046403841,14
467,2005039215163,14
468,20060360328123,14
469,19960458039322,14
470,19980568016164,14
471,2004047202689,14
472,19980449002266,14
473,2009044204072,14
474,2012051205543,14
475,200204610738279,14
476,1976026300410,14
477,20080502002237,14
478,2012036014939,14
479,20030614307765,14
480,20040472026245,14
481,20030262047291,14
482,2000038624056,14
483,19920624042561,14
484,19920221099303,14
485,19690086003592,14
486,201004990201,14
487,201505020012,14
488,20070358224443,14
489,2005026205227,14
490,19930336060247,14
491,20050415020416,14
492,1981030804681,14
493,198803831271315,14
494,20020183282669,14
495,19970614083104,14
496,19870275001447,14
497,19980449002423,14
498,19910227021735,14
499,2008038036162,14
500,20090368564254,14
501,200504150201894,14
502,200204610738275,14
503,19800347002196,14
504,197202880021205,14
505,20030262047275,14
506,201804424052,14
507,19880442004675,14
508,200304432172045,14
509,19920355108480,14
510,20000441043156,14
511,2007026205472,14
512,200905120065,14
513,20060396013123,14
514,20030262047284,14
515,19980568016166,14
516,19960080359666,14
517,2001044505554,14
518,199704431194,14
519,20030189006503,14
520,1998047601770,14
521,20040445073222,14
522,20060392118145,14
523,1980034700228,14
524,19910443010747,14
525,1993033606081,14
526,19880383127120,14
527,199503380156099,14
528,19930607450121,14
529,2006044521934,14
530,2011044801021,14
531,19920372050293,14
532,20060445219256,14
533,20050568034141,14
534,1976026300411,14
535,200504150201617,14
536,20040449010301,14
537,19900360106294,14
538,2015040501292,14
539,19760342001233,14
540,2011049019527,14
541,19930294014326,14
542,19950449002285,14
543,19920624042723,14
544,1987053200120,14
545,19800347002435,14
546,19720154001137,14
547,2002055800567,14
548,1980041500111,14
549,20060512128107,14
550,200504150201476,14
551,20060512128108,14
552,20050415020814,14
553,20020332788108,14
554,19910227021596,14
555,1991046110175,14
556,19830358021119,14
557,2002055800575,14
558,200204610736411,14
559,19960458039333,14
560,199503380156654,14
561,1997046417285,14
562,19890474008170,14
563,199503380156971,14
564,200504150201401,14
565,20070358265451,14
566,20110449023114,14
567,2009044204027,14
568,200604050144,14
569,1971048700213,14
570,1988044200450,14
571,2001038392376,14
572,19690086003810,14
573,19930439002569,14
574,2005056803419,14
575,20020464088173,14
576,20020183282694,14
577,19950227050146,14
578,2006044521996,14
579,19920624042715,14
580,20140496065-3,14
581,199104430101744,14
582,1980041500141,14
583,20030473071127,14
584,201702143568,14
585,20030449009232,14
586,2003049702079,14
587,2011062737276,14
588,1994044900578,14
589,19970443119183,14
590,2011026204223,14
591,20050415020810,14
592,2012026207360,14
593,2002046408896,14
594,19970570162286,14
595,19960308010241,14
596,2008038036167,14
597,19880442004549,14
598,20150445222192,14
599,2008057106214,14
600,19930336060242,14
601,2005056803441,14
602,19980449002234,14
603,2004047202676,14
604,19870415003279,14
605,2008055515029,14
606,19810227007225,14
607,19930336060268,14
608,2009025721364,14
609,19800347002434,14
610,2000044104376,14
611,197202880023127,14
612,19710372001174,14
613,200904400684,14
614,19910492029749,14
615,19780614001340,14
616,19930336060160,14
617,2010044901618,14
618,20020183282638,14
619,198503110014560,14
620,20020183282637,14
621,2010026206677,14
622,2004027504754,14
623,19970443119248,14
624,19960458039353,14
625,19830358021236,14
626,20050568034144,14
627,19810227007161,14
628,19800375002237,14
629,2009044204088,14
630,19760262001255,14
631,197202880022881,14
632,19840221008171,14
633,19780368002423,14
634,19960458039381,14
635,19840221008177,14
636,20050568034103,14
637,200204610738276,14
638,200204610737947,14
639,19910449004634,14
640,19780368002405,14
641,2012036014927,14
642,2004049023115,14
643,19920221099224,14
644,199704431195,14
645,1996030801079,14
646,1983035802121,14
647,20060464002147,14
648,19800493005112,14
649,19780368002203,14
650,2000044104398,14
651,2002046408838,14
652,2016018171711,14
653,2016036836415,14
654,2006044521918,14
655,19960308010473,14
656,19880442004315,14
657,20010445055269,14
658,19870358015290,14
659,2012036014941,14
660,19960308010339,14
661,19930336060233,14
662,2003055509127,14
663,1993033606012,14
664,20020183282556,14
665,19900360105432,14
666,19910443010417,14
667,19860560029149,14
668,1996061705321,14
669,2014026208218,14
670,19980449002508,14
671,19960242067322,14
672,20030445042258,14
673,2010003657113,14
674,19910443029717,14
675,2004047202674,14
676,19800347002436,14
677,20070443110189,14
678,20010306244645,14
679,2011044902316,14
680,2007026205428,14
681,1992025503613,14
682,20040445073191,14
683,19710372001175,14
684,19900360105439,14
685,19910443029100,14
686,1984022100887,14
687,19960242067262,14
688,2004047202610,14
689,200204610736445,14
690,19910227021676,14
691,1973061900181,14
692,19690086003830,14
693,1983048705125,14
694,20130556117166,14
695,200304432172314,14
696,1993044304695,14
697,1981022700712,14
698,20140466024516,14
699,20010445055101,14
700,2001054954150,14
701,2007014900260,14
702,19780614001404,14
703,19950611073135,14
704,200904480089,14
705,2009044204089,14
706,2008057106254,14
707,1980053801812,14
708,19760487005212,14
709,20010445055225,14
710,2000022723830,14
711,19780614001199,14
712,20050415020318,14
713,2004049023110,14
714,19960262002266,14
715,19710372001203,14
716,20100262066327,14
717,19970464172111,14
718,1988044200478,14
719,1993024205340,14
720,19810227007224,14
721,20010306244820,14
722,19970614083131,14
723,20070358224661,14
724,19780368002506,14
725,19980308080127,14
726,20140466024374,14
727,2012036014942,14
728,200104450558,14
729,19960458039373,14
730,198804490041528,14
731,19930336060156,14
732,1991037209258,14
733,19830358021378,14
734,200803802396,14
735,19880383127199,14
736,19960571018492,14
737,19800347002450,14
738,20010445055289,14
739,19980467010325,14
740,19930607450289,14
741,2010029493319,14
742,19930336060266,14
743,199104430291274,14
744,19890528010102,14
745,19970443119140,14
746,1994051201931,14
747,19800375002143,14
748,2011050200593,14
749,2005056803496,14
750,19960308010338,14
751,19690086003834,14
752,19780368002268,14
753,2002055800576,14
754,19980476017126,14
755,1980034700226,14
756,2006033236799,14
757,20130556117164,14
758,200504150201657,14
759,19960308010222,14
760,1980041500418,14
761,2008035583638,14
762,200204610736057,14
763,19920624042675,14
764,1992022109946,14
765,19880442004316,14
766,2011050200528,14
767,20080493074107,14
768,2005026205225,14
769,20020183282596,14
770,19910443010722,14
771,1986035805973,14
772,2014044800758,14
773,20030473071103,14
774,2011044902343,14
775,19960458039416,14
776,19890474008173,14
777,2009039810055,14
778,19930242053337,14
779,200504150202235,14
780,2016018171729,14
781,19980449002226,14
782,199104430101748,14
783,1995009891838,14
784,19930242053227,14
785,2002046408834,14
786,2000038624032,14
787,2009044204077,14
788,19860309018452,14
789,2007046401510,14
790,2011050200562,14
791,20020183282501,14
792,19980449002593,14
793,19850614055876,14
794,19780614001276,14
795,19780614001211,14
796,19960458039204,14
797,1986056002999,14
798,20100372386178,14
799,1993033606050,14
800,19910461077265,14
801,2005056803487,14
802,2010003657111,14
803,19830358021292,14
804,20020623009716,14
805,19880442004705,14
806,2005026205228,14
807,19860560029136,14
808,19970464172168,14
809,19940144026105,14
810,2007026205421,14
811,199503380157351,14
812,197202880023088,14
813,2001062408763,14
814,19690086003916,14
815,2007026205485,14
816,19880442004602,14
817,20020183282688,14
818,19970443119251,14
819,1976026300426,14
820,19970311100136,14
821,1973019001576,14
822,1972038601010,14
823,200204610736056,14
824,19940449005221,14
825,2015062413616,14
826,20010445055284,14
827,199104450771952,14
828,19980308080203,14
829,2013027516515,14
830,19920355108324,14
831,2008037506990,14
832,19870275001420,14
833,1991037209218,14
834,19830358021417,14
835,199503380156972,14
836,19870275001483,14
837,2000038624050,14
838,198506140552261,14
839,2009044204025,14
840,199104450775159,14
841,19800415004274,14
842,201605210538,14
843,19930607450198,14
844,199104450774078,14
845,19780368002398,14
846,19970443119317,14
847,19780368002341,14
848,19960308010111,14
849,2006037812275,14
850,19920562023312,14
851,200304432172317,14
852,19780614001309,14
853,19720288002385,14
854,19800415004112,14
855,20020492106481,14
856,201306311907,14
857,19810227007162,14
858,2008038023922,14
859,1991049004098,14
860,2001044505584,14
861,20020623009638,14
862,1998044900227,14
863,19960308010509,14
864,198506140552169,14
865,20070358265368,14
866,1980041500150,14
867,20010415034383,14
868,19910445077461,14
869,2003026203578,14
870,20060622020143,14
871,20100262092178,14
872,19950449002310,14
873,197202880022426,14
874,20120512055115,14
875,20010445055280,14
876,19870275001385,14
877,19710570001489,14
878,197905320016,14
879,2004040501283,14
880,197306190017,14
881,2004048735214,14
882,20020183282704,14
883,19960458039487,14
884,20060378122151,14
885,19960458039380,14
886,2015040501287,14
887,200805710628,14
888,2004040501282,14
889,19970464172256,14
890,19960080359668,14
891,19910492029748,14
892,2002046408829,14
893,19920355108479,14
894,20150445222224,14
895,20010445055224,14
896,1992030803856,14
897,197202880021121,14
